"","Incident ID","Date","Time","Location","Infraction Categories","Infractions","Status","Description","Support:Called Guard?","Support:Special Duty Officer assisted?","Support:Called Police (911)?","Support:Did police respond?","Support:Filled out online police report?","Support:Called EMT?","Support:Called crisis line?","Support:Did crisis line respond?","Support:Called Fire Dept?","masked_reporter","Followup_binary","Date2","time_parsed","time_24h","time_12h","Location_Standard","hour_group","hour_label"
"920","23070","12/29/2023","13:00:00","Murphy-Wilmot Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.7.2 Harassment: Conduct, stares, or gestures causing fear of safety, distress, alarm, harassment    1.1.7.4 Bullying per Pima County B.O.S. Policy D 23.1.","Created","On Dec 29, some time between 1p-2p, customer identifying himself as ""Taylor Birkey"" approached L1 JD at the service desk calmly asking how he could make a comment.  JD offered him an online form or a piece of paper that she could give to the manager.  After writing his comment, Mr. Birkey quickly left.  JD was busy and didn't have a chance to read the comment until several hours later.  The comment stated, ""Yall should be ashamed of yourselves for turning a public library into a shelter for the mentally retarded.  I have listened to a guy laugh uncontrollably & another sing in falsetto for an hour straight.  There is no respect in here B(?).  I am writing this to you before I leave so I dont go to jail for beating the shit out of the miscreants(?).  Taylor Birkey 520-551-3277"" L3 KK called Mr. Birkey at 10am on Jan 2 and made him aware that his threatening language violated our Code of Conduct.  She informed him that he was suspended from all PCPL locations for 6 months.  Mr. Birkey laughed and replied, ""You guys are riduculous.""  He went on to say, ""You bunch of liberal fucks. Fuck you.""  L3 KK ended the call.","No","No","No","No","No","No","No","No","No","ID_0028",1,2023-12-29,0-01-01 13:00:00,"13:00:00","01:00:00 PM","Murphy-Wilmot",0-01-01 13:00:00,"13:00-13:59"
"921","23068","12/29/2023","13:50:00","Kirk-Bear Canyon Library","###############################################################################################################################################################################################################################################################","Medical 911    Called 911 for medical","Created","A library customer fell down in the parking lot outside the library, and not on library property.  Library staff did not witness the library customer falling in the parking lot.  The library customer came into the library and requested that we call 911.  Librarian I D.B. immediately called 911, and the library customer was quickly transported by ambulance to the hospital.","No","No","No","No","No","Yes","No","No","No","ID_0113",0,2023-12-29,0-01-01 13:50:00,"13:50:00","01:50:00 PM","Kirk-Bear Canyon",0-01-01 13:00:00,"13:00-13:59"
"922","23067","12/29/2023","14:04:00","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior~Use and preservation of library materials and property","Dangerous, Threatening, or Illegal Conduct    1.1.6 Disorderly conduct, fighting, violence, threatening, intimidating~Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling    2.13 Failing to comply with staff request about behavior~Use and preservation of library materials and property    3.3 Food or beverage: unclean, disruptive, or damaging","Submitted","L3 MS was called by guards to address a disruptive customer, who had been warned twice today about disruptive shouting. I approached and asked for the customer, DMR to please check the volume of his outbursts and to mind the community around him. DMR escalated and began yelling incoherently at in charge staff and guard. When MS asked him to leave he refused, but slowly started gathering up his personal belongings and then would refuse afresh. I let the customer know that his refusal left us no choice but to call the police, at which point he lunged at our Vet-sec guard, and they in turn called dispatch and had them call the police. We managed to get a yelling and resisting DMR to the door to the parking garage, and we instigated a lock-out, closing and barring the doors behind the customer. Lock out lasted for less than 5 mins. Police came and escorted DMR off library property","Yes","No","Yes","Yes","No","No","No","No","No","ID_0074",1,2023-12-29,0-01-01 14:04:00,"14:04:00","02:04:00 PM","Joel D. Valdez-Main",0-01-01 14:00:00,"14:00-14:59"
"923","23079","12/29/2023","16:25:00","Miller-Golf Links Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    Dangerous, Threatening, or Illegal Conduct: Other not listed: Sharps in library material","Submitted","For documentation purposes.
 
LTA EB found fresh, unused razor in one of the audio books on shelf while doing inventory. Fresh, unused razor was placed in between CD sets. Razor was removed and tossed in proper sharps container.","No","No","No","No","No","No","No","No","No","ID_0118",0,2023-12-29,0-01-01 16:25:00,"16:25:00","04:25:00 PM","Miller-Golf Links",0-01-01 16:00:00,"16:00-16:59"
"924","23086","12/30/2023","09:00:00","Valencia Library","Use and preservation of library materials and property","Use and preservation of library materials and property    Use and preservation of library materials and property: Other not listed: Bed Bugs","Submitted","On the morning of Saturday 12/30 a book that was in the book drop over night was discovered in the morning with a bed bug by LA DW. The book was quarantined along with the other books in the chute. The books were documented. The patron PPR's remaining checked out books were put on hold with the Bug Reserve card to be reviewed. Staff were reminded of PCPL bed bug procedures. Facilities was notified and pest management visited the branch the following Wednesday 1/3/24 to check for bugs and replace bed bug traps. No additional bugs were found on site by staff or pest management. PPR has had issues with bugs and the condition of their returns in the past. The situation will continue to be monitored by LTA Supervisor FC. Another item from patron PPR was discovered with a bed bug on 1/10/24.","No","No","No","No","No","No","No","No","No","ID_0037",0,2023-12-30,0-01-01 09:00:00,"09:00:00","09:00:00 AM","Valencia",0-01-01 09:00:00,"09:00-09:59"
"925","23082","12/30/2023","14:17:00","Valencia Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.7.2 Harassment: Conduct, stares, or gestures causing fear of safety, distress, alarm, harassment","Submitted","Library user JA Gomez approached LP TR when she was shelving in the large type nonfiction section. Talking through the shelving he asked “Do you work here?” and “Can you help with the computer?” LP TR reported that the way he approached her caused TR to feel uneasy. Review of the security footage shows JA Gomez standing in the stacks one row away from where TR was shelving and standing on his toes to talk above a row of books towards TR, security footage also shows that during his visit in the library JA Gomez was drinking from a flask or hand-size liquor bottle that he kept in his pocket. LP TR reported that JA Gomez’ speech was slurred and he was slow to react in the conversation during their brief interactions. 
After TR looked at the issue with the computer and indicated that it was not an issue that she could fix, JA Gomez proceeded to ask TR for the “horror section”, AM JM was in the vicinity and observed that TR was feeling uneasy in the conversation and offered to show JA Gomez some options for horror books. Again, JA Gomez responded sluggishly to the transition in conversation and instead of continuing the request with JM, he sat in the computer chair that he had been standing behind and said “No, I’m alright”
TR reported that the way JA Gomez approached her caused her to feel uneasy and unsafe and per Library Page training for interactions that cause concern for safety, harassment, or alarm, she moved away from the public area and worked in the back room for the rest of the hour.","No","No","No","No","No","No","No","No","No","ID_0001",1,2023-12-30,0-01-01 14:17:00,"14:17:00","02:17:00 PM","Valencia",0-01-01 14:00:00,"14:00-14:59"
"926","23073","12/30/2023","15:57:00","Valencia Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1 Any criminal offense    1.1.7.2 Harassment: Conduct, stares, or gestures causing fear of safety, distress, alarm, harassment    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","A woman (Mom) reported to the front desk that her teenage daughter had been grabbed while she was in the stacks and was physically held without her consent by an unknown man, later determined to be library patron Jose Alfredo Gomez. Mom indicated that her teen daughter had contacted her to let her know she was in distress by this man and needed to be picked up. When mom arrived, teen daughter walked away from the man and ran out the door.
Review of the security footage confirms Mom's report, and further shows the unknown man was sitting at the computers prior to approaching the teen. He can be seen taking what appears to be a small liquor bottle or flask from his pocket and drinking it periodically while at the computer. The man was logged in to the computer under the name Jose Alfredo Gomez.
Staff reports from earlier in the day indicated that Jose Alfredo Gomez had approached one of the library pages and was making uncomfortable remarks while standing alone in the stacks with her. AM JM indicated that when he walked up to the man who was ""requesting a book recommendation"" from the young female library page, JM let the page know that he would take over and told Jose Alfredo Gomez (JAG) that he would be happy to talk over book recommendations with him. At this point JAG walked away from JM saying ""no, I'm okay."" This suggested that JAG's request for a ""book recommendation"" was disingenuous and instead reflects a pattern of harassing behavior towards young women in the library.","No","No","No","No","No","No","No","No","No","ID_0001",1,2023-12-30,0-01-01 15:57:00,"15:57:00","03:57:00 PM","Valencia",0-01-01 15:00:00,"15:00-15:59"
"927","23069","12/30/2023","16:30:00","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.7.3 Harassment: Profane, offensive, abusive language","Submitted","Sean #2, regular patron, approached a patron who did not know him and said ""you're trans."" And then verbally attacked the man with phrases that didn't make sense, talking about his dad. He was walking toward the door and seemed to be leaving. LA NG and LIC JB were monitoring the situation. When it seemed that Sean was slowing down and wanted to keep escalating, even as he was leaving, JB told him he needed to go ahead and leave for the day. NG told him, it's okay, we'll see you on Tuesday. Sean said, ""See you later chink bitch."" He will be suspended for three months.","No","No","No","No","No","No","No","No","No","ID_0054",1,2023-12-30,0-01-01 16:30:00,"16:30:00","04:30:00 PM","Eckstrom-Columbus",0-01-01 16:00:00,"16:00-16:59"
"928","23074","1/2/2024","10:49 am","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.7.3 Harassment: Profane, offensive, abusive language~Disruptive Personal Behavior    2.13 Failing to comply with staff request about behavior","Submitted","Regular teen Freddy was on the computer.  When another teen asked for someone to fight him in the game, Freddy responded ""you're trash, you're garbage, you deserve to be bullied.""  L1 JCB told him he needed to leave for the day and he responded ""Miss I did not swear.""  JCB said he needed to leave regardless.  He proceeded to ignore JCB, so Guard CS was called.  JCB indicated the correct patron and CS responded ""You Freddy? Let's go.""  Freddy followed the guard out.  He was only asked to leave for the remainder of the day.","Yes","No","No","No","No","No","No","No","No","ID_0032",0,2024-01-02,0-01-01 10:49:00,"10:49:00","10:49:00 AM","Eckstrom-Columbus",0-01-01 10:00:00,"10:00-10:59"
"929","23071","1/2/2024","12:19 pm","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.6 Disorderly conduct, fighting, violence, threatening, intimidating    1.1.7.3 Harassment: Profane, offensive, abusive language~Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling    2.13 Failing to comply with staff request about behavior","Submitted","Suspended patron Christian Hudson came in with his sister and Jonah Taylor.  L1 JCB informed him that he had been suspended.  Christian tore up the letter and threw it, asking why he was suspended.   The other kids told him it was for the fight with Hermon and he started loudly shouting that the incident was not a fight, trying to garner support from the other kids.  JCB called Guard CS over to help escort Christian out.  His sister Briyanna was on the couch asked what we were trying to do to her brother.  She started yelling about ""his black ass needed to get beat up"" in reference to Hermon.  She continued to shout profane language about ""I'm here because y'all can't do y'all's job.""  JCB asked her to please lower her voice and Briyanna called JCB a bitch and said she would ""take her"" referring to a fight.  JCB stated that she was suspended for a week and the woman responded ""I don't even go here, I'm just here for my brother."" While walking past the front desk he cupped his hands around his mouth and shouted ""fuck this library!""  When the group reached the lobby they left and then returned a moment later.  CS stopped them from coming in any further than the lobby. CS negotiated with Christian and asked him to leave but he refused.  JCB explained she would need to call 911 if they did not leave.  An adult patron grabbed the front of Christian's shirt.  The sister ran up and screamed ""what are you doing to my brother?  Get your hands off him!""  She then grabbed the adult patron. JCB and CS asked him to unhand Christian and for Briyanna to let go.  He let go and walked out the west-facing doors. CS maneuvered Christian out the doors.  The group hung out in the parking lot where one of the kids (no one would say who did this part) stood in the way of oncoming traffic in the parking lot playing ""chicken"".  When told to stop, the kids started throwing pebbles at the west-facing doors.  When the bus came, they all ran to catch it.","Yes","No","No","No","No","No","No","No","No","ID_0032",1,2024-01-02,0-01-01 12:19:00,"12:19:00","12:19:00 PM","Eckstrom-Columbus",0-01-01 12:00:00,"12:00-12:59"
"930","23075","1/3/2024","04:45 pm","Sam Lena-South Tucson Library","No Infractions Set","No Infractions Set","Submitted","Young gentleman in his late 20's was sitting at a table sobbing uncontrollably and talking on the phone.  Staff asked him if police needed to be called and he said yes.  STU police officer came and determined that there was nothing that could be done but the police officer was willing to give him a ride.  Police officer gave the young gentleman a ride to Sahuaro Shuttle.","No","No","Yes","Yes","No","No","No","No","No","ID_0114",0,2024-01-03,0-01-01 16:45:00,"16:45:00","04:45:00 PM","Sam Lena-South Tucson",0-01-01 16:00:00,"16:00-16:59"
"931","23076","1/4/2024","02:00 pm","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.5 Indecent exposure, public indecency, lewd, other sexual offense    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","L SG was coming back from lunch around 1:59 pm when found two individuals drinking alcohol, smoking marijuana, and inappropriately touching each other outside of the library property, next the electrical junction box. L SG let them know that those activities are not allowed within Pima County property for what they complied and left.","No","No","No","No","No","No","No","No","No","ID_0067",0,2024-01-04,0-01-01 14:00:00,"14:00:00","02:00:00 PM","Eckstrom-Columbus",0-01-01 14:00:00,"14:00-14:59"
"932","23077","1/4/2024","03:50 pm","Himmel Park Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","A patron notified us that there was someone smoking in the women's bathroom. Guard DT asked L1 MK to check. There was a woman inside the bathroom, not actively smoking, but the air had a chemical smell, and she had foil in her hand. I said, ""You're not allowed to smoke in here,"" and she left the bathroom, whereupon DT informed her that she had to leave the library. She did so quietly.","Yes","No","No","No","No","No","No","No","No","ID_0062",0,2024-01-04,0-01-01 15:50:00,"15:50:00","03:50:00 PM","Himmel Park",0-01-01 15:00:00,"15:00-15:59"
"933","23078","1/5/2024","02:09 pm","Murphy-Wilmot Library","Use and preservation of library materials and property","Use and preservation of library materials and property    Use and preservation of library materials and property: Other not listed: Bugs","Submitted","Patron AAH returned several DVD's today that triggered the bed bug reserve card. They had returned bug items back in November. Today, 3 of the DVD's had damage, with one of the DVD's have 3 dead German cockroaches and 1 live German cockroach. Their account has been suspended and they will be contacted. Items with damage have been discarded.","No","No","No","No","No","No","No","No","No","ID_0064",0,2024-01-05,0-01-01 14:09:00,"14:09:00","02:09:00 PM","Murphy-Wilmot",0-01-01 14:00:00,"14:00-14:59"
"934","23081","1/9/2024","12:00 pm","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.9 Trespassing","Submitted","Suspended patron Eric came into the library and went straight into the second floor restroom. Guard J called LTAS in charge KW to serve suspension paperwork. J and KW waited for patron outside of the restroom for 20 minutes before entering the restroom. Patron was in his boxers bathing in in the restroom. KW informed him that can not bathe in the restrooms and that he is suspended until July 2024 for previous incidents. Patron expressed his annoyance but left without further incident so the suspension will not be extended at this time.","No","No","No","No","No","No","No","No","No","ID_0049",1,2024-01-09,0-01-01 12:00:00,"12:00:00","12:00:00 PM","Joel D. Valdez-Main",0-01-01 12:00:00,"12:00-12:59"
"935","23080","1/9/2024","04:40 pm","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.6 Disorderly conduct, fighting, violence, threatening, intimidating    1.1.9 Trespassing","Submitted","Christian who is suspended, came to the library to check in with his friends that are not suspended.  He did not try to come inside, but hung out outside the door and tried to get different friends to come out and hang with him.  I told him he needed to stay off the library property, which he did not comply with.  One of the boys in the group told KW to look at the camera because Christian had been engaging in aggressive behaviors.  The camera shows that both Christian and Justine Severe were hitting a boy with small sticks.  They also threw water at the entrance door.  Christian's suspension will be extended by two weeks and Justine will be suspended for two weeks.","No","No","No","No","No","No","No","No","No","ID_0015",1,2024-01-09,0-01-01 16:40:00,"16:40:00","04:40:00 PM","Eckstrom-Columbus",0-01-01 16:00:00,"16:00-16:59"
"936","23083","1/11/2024","08:04 am","Richard Elias-Mission Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior~Use and preservation of library materials and property","Dangerous, Threatening, or Illegal Conduct    1.1.9 Trespassing~Disruptive Personal Behavior    2.13 Failing to comply with staff request about behavior~Use and preservation of library materials and property    3.7 Activities not associated with a public library","Submitted","A woman who had been suspended for multiple previous incidents and camping on library property was again found sleeping in front of the library. Her belongings were spread out on the landscaping and there was a burned can of known materials on our wooden bench near her. She had a lit candle behind a bush which also posed a fire hazard. L1 MNC came out with LTA Sup FA to speak with her about not camping or lighting fires on library property. She accepted the suspension letter and gathered her belongings.","No","No","No","No","No","No","No","No","No","ID_0035",0,2024-01-11,0-01-01 08:04:00,"08:04:00","08:04:00 AM","Richard Elias-Mission",0-01-01 08:00:00,"08:00-08:59"
"937","23084","1/11/2024","10:30 am","Murphy-Wilmot Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.2 Strong odors    2.12 Belongings: Leaving unattended, may be removed without notice","Submitted","As George Salvos approached the desk, L3 KK and OSL3 YM smelled urine and saw that Mr. Salvos was soaking wet on the front and back of his pants.  L3 KK made Mr. Salvos aware of the issue and explained that he would need to leave and change into clean clothes before he could return to the library.  The computer chair that Mr. Salvos had sat in was covered with a bag and the computer was marked out of service until cleaning staff can address the biohazard.","No","No","No","No","No","No","No","No","No","ID_0028",0,2024-01-11,0-01-01 10:30:00,"10:30:00","10:30:00 AM","Murphy-Wilmot",0-01-01 10:00:00,"10:00-10:59"
"938","23085","1/11/2024","12:30 pm","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.7.3 Harassment: Profane, offensive, abusive language~Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling    2.13 Failing to comply with staff request about behavior","Submitted","Patron Cyrus had been using the computer for a couple of hours playing Roblox when, evidently, the computer accidentally shut down. He came charging up to the desk and screamed at L2 CR that ""this is bullshit, I've only been on here an hour!"" She asked him to bring the volume down a level.
He said ""No! Your computer shut off in the middle of my game!"" She said, ""this is still a library. Please bring it down.""
He stomped back to the computer and said ""fine, I'm just going to break this thing."" She told him that he would have to leave for the day and they would see him tomorrow. He said ""no you won't. What's your name? I'm going to report you.""
She gave her name and he said, ""you're that bitch that gave me a hard time last time."" As he left she let him know he was suspended for a week. He said he wouldn't be coming back.","No","No","No","No","No","No","No","No","No","ID_0054",1,2024-01-11,0-01-01 12:30:00,"12:30:00","12:30:00 PM","Eckstrom-Columbus",0-01-01 12:00:00,"12:00-12:59"
"939","23097","1/11/2024","08:58 pm","Sam Lena-South Tucson Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior~Use and preservation of library materials and property","Dangerous, Threatening, or Illegal Conduct    1.1.4 Vandalizing property~Disruptive Personal Behavior    2.1.3 Behaving in a way that could hurt oneself or others    2.8 Smoking, rolling, using tobacco, marijuana, e-cigarettes~Use and preservation of library materials and property    3.7 Activities not associated with a public library","Submitted","After noticing graffiti etched into the sidewalk, we consulted security camera footage and found that a man had been behaving very erratically on library grounds the night of 1/11/24. Between 8:58pm and 10:37pm, he engages in a number of strange and potentially dangerous behaviors, including throwing lots of rocks, etching the aforementioned graffiti into the sidewalk (9:23-9:32pm), and draping a blanket on a tree and attempting to light it on fire (10:10pm). Did not recognize the person but will issue a suspension if he is seen on property again.","No","No","No","No","No","No","No","No","No","ID_0019",1,2024-01-11,0-01-01 20:58:00,"20:58:00","08:58:00 PM","Sam Lena-South Tucson",0-01-01 20:00:00,"20:00-20:59"
"940","23087","1/12/2024","12:47 pm","Woods Memorial Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.4 Sleeping","Submitted","Patron notified front desk staff TF and IC LHN it appeared someone was sleeping at PC 13 at ~ 11:50 am. LHN went to inspect and saw patron Blake was indeed sleeping and snoring at PC 13. LHN tried to get attention by saying excuse me but he was unresponsive so LHN knocked on desktop to get attention and wake Blake up. LHN let him know the library can not be used for sleep but that he could get a drink of water and walk around to wake up a little more. Blake apologized and said that he did not mean to fall asleep and did not need water, they were fine. HS came to switch for desk and LHN passed along information that he had been given first warning, second warning was issued by HS, patron moved seats and then fell asleep again a few minutes later. Staff monitored the situation gave third warning. Blake fell asleep again in lounge chair, HS let LHN know and Blake was asked to leave by security Guard MG. LHN and MG walked Blake outside of the library letting him know he can return again tomorrow but that he cannot sleep in the library. Blake cooperated and left but mumbled cursing under breathe as he walked out at ~12:47PM.","Yes","No","No","No","No","No","No","No","No","ID_0024",0,2024-01-12,0-01-01 12:47:00,"12:47:00","12:47:00 PM","Woods Memorial",0-01-01 12:00:00,"12:00-12:59"
"941","23088","1/12/2024","03:00 pm","Murphy-Wilmot Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","Guard BJ made L3 KK aware a customer had been in the lobby restroom for a significant period of time, that it smell strongly of chemicals and that the customer was not leaving the restroom.  L3 KK knocked on the door and made the customer aware that we could smell drugs in use.  The customer opened the door, denied using and said to search her stuff.  The restroom smelled very strongly of chemicals consistent with drug use.  KK asked customer to leave and told her that she was suspended from all PCPL locations for a year.  KK went to get keys to lock the restroom while BJ waited for the customer to exit the restroom.  As the customer was leaving, she told BJ that she was not doing drugs but that she was going to go into the parking lot and use them.  Customer placed a joint or cigarette in her mouth and left the building. BJ monitored the parking lot but the customer had left.","Yes","No","No","No","No","No","No","No","No","ID_0028",1,2024-01-12,0-01-01 15:00:00,"15:00:00","03:00:00 PM","Murphy-Wilmot",0-01-01 15:00:00,"15:00-15:59"
"942","23089","1/13/2024","11:00 am","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.7.3 Harassment: Profane, offensive, abusive language    1.1.7.4 Bullying per Pima County B.O.S. Policy D 23.1.~Disruptive Personal Behavior    2.13 Failing to comply with staff request about behavior","Submitted","Regular patron John Thomas has a history of yelling and berating the pages who are on computer monitoring if anyone is loud in the computer lounge. Page supervisor JB has spoken to him at least twice that he needs to bring his complaint to the front desk, that he needs to be appropriate with all staff, and also discussed that the library is not a quiet area. 
Today a patron who was hard of hearing was taking a phone call in the computer commons. Mr. Thomas approached the page and told her ""you need to do your job. Why don't you tell him he has to leave this area for his phone call?"" She went to find the supervisor and upon her return he again approached and told her she was not doing her job and that if she couldn't do it she should probably just go work at McDonalds. He was loud enough that another patron asked him to stop yelling at the page. 
Because of prior warnings, L2 CR approached Mr. Thomas at his computer and asked to speak to him. He took his earbuds out but otherwise refused to move from the computer. She let him know that because this was a repeated issue he needed to leave for the day. He said, ""no, I'm not leaving."" She told him that if he didn't comply with her request she would have to call the police. He said, ""can I tell you my side?"" She listened to his side of the story. He said he did approach the page but did not yell. She told him he would still need to leave for the day. 
He demanded her name, her supervisor's name and how to file a complaint against her ""authoritarian and inappropriate"" behavior. She gave him the information he requested. On the way out he said ""you should try the Mediterranean diet. It might get rid of some of your bloat, including in your brain."" He then turned around and about an inch from her face said ""boo"" and he poked her in the shoulder, saying ""now I've assaulted you; why don't you call the cops now?"" Librarian Substitute KR stepped in at that point and said ""I just want you to know that I'm here and I'm witnessing this."" Finally, the patron turned and left after insulting both her and the guard.","No","No","No","No","No","No","No","No","No","ID_0054",1,2024-01-13,0-01-01 11:00:00,"11:00:00","11:00:00 AM","Eckstrom-Columbus",0-01-01 11:00:00,"11:00-11:59"
"943","23090","1/15/2024","03:15 pm","Flowing Wells Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","Before opening the library this morning Librarian I KN noticed a piece a burnt foil and broken pens that looked consistent with drug usage directly in front of the library's front doors.  She reported her finding do Librarian II DT who went out and cleaned up the debris using the grabber and sharps resistant gloves.  Upon looking at the camera footage it appears that the incident happened on Monday 1/15 from between 3:14pm and 4:22pm.  An unknown man came up to the doors and when he realized the library was closed he sat against the front doors he was  there for about and hour.  The burnt foil was not there before his arrival, but can be seen after he leaves.","No","No","No","No","No","No","No","No","No","ID_0107",0,2024-01-15,0-01-01 15:15:00,"15:15:00","03:15:00 PM","Flowing Wells",0-01-01 15:00:00,"15:00-15:59"
"944","23091","1/16/2024","11:46 am","Valencia Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using~Disruptive Personal Behavior    2.3 Inappropriate use of water fountains or restrooms","Submitted","At 11:51 am Women's Restroom was locked due to suspected drug use.
At 11:46 am LTA EO started to open Women’s Restroom Door and noticed a strong lingering smell of burnt chemicals and burnt plastic consistent with smoked chemical drugs. Person was exiting restroom, as EO was unlocking door. EO went to the front desk and informed LI RL about the situation. RL went to restroom with EO to investigate smell. L3 IR also went to restroom and confirmed suspected drug use.
Video footage confirmed that person had initially been let into restroom by RL at 11:36 am. RL did not notice any chemical smell at that time. Since the restroom had been locked and free of the chemical smell before this person entered, it became clear that this person was responsible for the evident drug use. Person had exited building before a suspension could be given.
The women's public restroom will remain locked until the smell subsides. 
There was no Vet-Sec Guard or Special Duty Officer on duty at the Branch during the incident.","No","No","No","No","No","No","No","No","No","ID_0066",1,2024-01-16,0-01-01 11:46:00,"11:46:00","11:46:00 AM","Valencia",0-01-01 11:00:00,"11:00-11:59"
"945","23092","1/16/2024","02:00 pm","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.9 Trespassing","Submitted","LTA NG heard Christian explaining to someone online that he was kicked out of COL and has to come to MAI to play games on the computer. Christian had made another library card under the name Zach Verdogo and has been using it at Main. IC LTAS KFW reminded Christian of his suspension and gave him the suspension paperwork. He insisted he wasn't the same person but left without incident. Christian left with another patron who I believe is Justine Sever from incident 0000023080 but could not be verified.","No","No","No","No","No","No","No","No","No","ID_0049",1,2024-01-16,0-01-01 14:00:00,"14:00:00","02:00:00 PM","Joel D. Valdez-Main",0-01-01 14:00:00,"14:00-14:59"
"946","23094","1/16/2024","05:00 pm","Santa Rosa Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.2 Guns, weapons, machetes, knives","Submitted","For documentation purposes only.
At 5:00pm, closing, three juvenile patrons were exiting the library when they asked L1 MG and LA CR if they could wait inside the library for their ride because there was ""a man with a gun outside."" L1 MG and LA CR allowed the patrons to remain inside while Vet Sec RG went outside to investigate. Vet Sec RG returned and notified staff that there was a man with a large rifle over his shoulder walking west on the north side of the library. Vet Sec RG indicated that he ensured that the unknown man left the area. L1 MG instructed the juvenile patrons to wait inside for their ride and leave together.
Upon viewing the security footage, the unknown man can be seen walking from the area of the K-8 school and then on the north side of the library near the child development center.","No","No","No","No","No","No","No","No","No","ID_0103",0,2024-01-16,0-01-01 17:00:00,"17:00:00","05:00:00 PM","Santa Rosa",0-01-01 17:00:00,"17:00-17:59"
"947","23093","1/17/2024","11:30 am","Joel Valdez Main Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.1 Disruptive behavior    2.13 Failing to comply with staff request about behavior","Submitted","LTA NG called IC L1 WW that suspended patron Christian, from incident #0000023080, was in the Teen Room.  WW presented Christian/Zach/Nick with his paperwork while the young woman with him argued and berated staff.  As they were leaving the building, the young woman then called WW a ""Punk ass N-word"" while they were exiting.  Female patron is now suspended for a month.","Yes","No","No","No","No","No","No","No","No","ID_0036",1,2024-01-17,0-01-01 11:30:00,"11:30:00","11:30:00 AM","Joel D. Valdez-Main",0-01-01 11:00:00,"11:00-11:59"
